provider,region,pricing_model,vcpu,ram_gb,price_per_hour
GCP,us-west,on-demand,16,16,0.83748
GCP,us-west,on-demand,16,32,0.925045
GCP,us-west,on-demand,16,64,1.099505
GCP,us-west,on-demand,16,128,1.423065
GCP,us-west,on-demand,32,32,1.589785
GCP,us-west,on-demand,32,64,1.775515
GCP,us-west,on-demand,32,128,2.08681
GCP,us-west,spot,1,2,0.07239
GCP,us-west,spot,1,4,0.078955
GCP,us-west,spot,1,8,0.092035
GCP,us-west,spot,1,16,0.11247
GCP,us-west,spot,2,2,0.09804
GCP,us-west,spot,2,4,0.10057
GCP,us-west,spot,2,8,0.110245
GCP,us-west,spot,2,16,0.132775
GCP,us-west,spot,2,32,0.173415
GCP,us-west,spot,4,4,0.1477
GCP,us-west,spot,4,8,0.152585
GCP,us-west,spot,4,16,0.17714
GCP,us-west,spot,4,32,0.228595
GCP,us-west,spot,4,64,0.309975
GCP,us-west,spot,8,8,0.239
GCP,us-west,spot,8,16,0.26999
GCP,us-west,spot,8,32,0.317735
GCP,us-west,spot,8,64,0.40018
GCP,us-west,spot,8,128,0.565625
GCP,us-west,spot,16,16,0.434285
GCP,us-west,spot,16,32,0.49154
GCP,us-west,spot,16,64,0.56367
GCP,us-west,spot,16,128,0.758465
GCP,us-west,spot,32,32,0.8120649999999999
GCP,us-west,spot,32,64,0.943535
GCP,us-west,spot,32,128,1.09682
