provider,vcpu,ram_gb,storage_gb,usage_hours,region,pricing_model,price_per_hour,monthly_cost,price_per_vcpu
Azure,1,16,20,540,us-east,1yr-reserved,0.0769,41.53,0.08
Azure,1,16,20,540,us-east,3yr-reserved,0.0709,38.3,0.07
Azure,1,16,20,540,us-west,on-demand,0.1445,78.02,0.14
Azure,1,16,20,540,us-west,spot,0.079,42.67,0.08
Azure,1,16,20,540,us-west,1yr-reserved,0.0894,48.25,0.09
Azure,1,16,20,540,us-west,3yr-reserved,0.0783,42.29,0.08
Azure,1,16,20,540,europe,on-demand,0.149,80.47,0.15
Azure,1,16,20,540,europe,spot,0.0905,48.89,0.09
Azure,1,16,20,540,europe,1yr-reserved,0.0926,50.01,0.09
Azure,1,16,20,540,europe,3yr-reserved,0.0736,39.73,0.07
Azure,1,16,20,540,asia,on-demand,0.1479,79.84,0.15
Azure,1,16,20,540,asia,spot,0.1146,61.87,0.11
Azure,1,16,20,540,asia,1yr-reserved,0.0917,49.53,0.09
Azure,1,16,20,540,asia,3yr-reserved,0.0949,51.22,0.09
Azure,1,16,20,720,us-east,on-demand,0.1271,91.51,0.13
Azure,1,16,20,720,us-east,spot,0.0789,56.78,0.08
Azure,1,16,20,720,us-east,1yr-reserved,0.089,64.06,0.09
Azure,1,16,20,720,us-east,3yr-reserved,0.0815,58.67,0.08
Azure,1,16,20,720,us-west,on-demand,0.1345,96.87,0.13
Azure,1,16,20,720,us-west,spot,0.0767,55.25,0.08
Azure,1,16,20,720,us-west,1yr-reserved,0.0842,60.64,0.08
Azure,1,16,20,720,us-west,3yr-reserved,0.0828,59.6,0.08
Azure,1,16,20,720,europe,on-demand,0.1457,104.89,0.15
Azure,1,16,20,720,europe,spot,0.0802,57.73,0.08
Azure,1,16,20,720,europe,1yr-reserved,0.1008,72.56,0.1
Azure,1,16,20,720,europe,3yr-reserved,0.0954,68.71,0.1
Azure,1,16,20,720,asia,on-demand,0.1542,111.02,0.15
Azure,1,16,20,720,asia,spot,0.1039,74.81,0.1
Azure,1,16,20,720,asia,1yr-reserved,0.1002,72.16,0.1
Azure,1,16,20,720,asia,3yr-reserved,0.0821,59.12,0.08
Azure,1,16,50,180,us-east,on-demand,0.147,26.46,0.15
Azure,1,16,50,180,us-east,spot,0.1056,19.0,0.11
Azure,1,16,50,180,us-east,1yr-reserved,0.0872,15.7,0.09
Azure,1,16,50,180,us-east,3yr-reserved,0.0734,13.22,0.07
Azure,1,16,50,180,us-west,on-demand,0.1476,26.58,0.15
Azure,1,16,50,180,us-west,spot,0.1011,18.2,0.1
Azure,1,16,50,180,us-west,1yr-reserved,0.0935,16.82,0.09
Azure,1,16,50,180,us-west,3yr-reserved,0.0996,17.92,0.1
Azure,1,16,50,180,europe,on-demand,0.1546,27.82,0.15
Azure,1,16,50,180,europe,spot,0.0954,17.17,0.1
Azure,1,16,50,180,europe,1yr-reserved,0.1002,18.04,0.1
Azure,1,16,50,180,europe,3yr-reserved,0.087,15.66,0.09
Azure,1,16,50,180,asia,on-demand,0.1762,31.71,0.18
Azure,1,16,50,180,asia,spot,0.1271,22.88,0.13
Azure,1,16,50,180,asia,1yr-reserved,0.1062,19.11,0.11
Azure,1,16,50,180,asia,3yr-reserved,0.1003,18.05,0.1
Azure,1,16,50,360,us-east,on-demand,0.1501,54.02,0.15
Azure,1,16,50,360,us-east,spot,0.089,32.03,0.09
Azure,1,16,50,360,us-east,1yr-reserved,0.0932,33.57,0.09
Azure,1,16,50,360,us-east,3yr-reserved,0.0794,28.57,0.08
Azure,1,16,50,360,us-west,on-demand,0.1588,57.18,0.16
Azure,1,16,50,360,us-west,spot,0.1006,36.23,0.1
Azure,1,16,50,360,us-west,1yr-reserved,0.1,36.0,0.1
Azure,1,16,50,360,us-west,3yr-reserved,0.0883,31.78,0.09
Azure,1,16,50,360,europe,on-demand,0.1558,56.1,0.16
Azure,1,16,50,360,europe,spot,0.094,33.84,0.09
Azure,1,16,50,360,europe,1yr-reserved,0.107,38.51,0.11
Azure,1,16,50,360,europe,3yr-reserved,0.1038,37.36,0.1
Azure,1,16,50,360,asia,on-demand,0.1685,60.66,0.17
Azure,1,16,50,360,asia,spot,0.1083,38.98,0.11
Azure,1,16,50,360,asia,1yr-reserved,0.1125,40.51,0.11
Azure,1,16,50,360,asia,3yr-reserved,0.1079,38.86,0.11
Azure,1,16,50,540,us-east,on-demand,0.1408,76.06,0.14
Azure,1,16,50,540,us-east,spot,0.1018,54.95,0.1
Azure,1,16,50,540,us-east,1yr-reserved,0.1,54.0,0.1
Azure,1,16,50,540,us-east,3yr-reserved,0.0837,45.2,0.08
Azure,1,16,50,540,us-west,on-demand,0.161,86.92,0.16
Azure,1,16,50,540,us-west,spot,0.0984,53.14,0.1
Azure,1,16,50,540,us-west,1yr-reserved,0.1042,56.29,0.1
Azure,1,16,50,540,us-west,3yr-reserved,0.0983,53.1,0.1
Azure,1,16,50,540,europe,on-demand,0.1628,87.89,0.16
Azure,1,16,50,540,europe,spot,0.108,58.3,0.11
Azure,1,16,50,540,europe,1yr-reserved,0.1021,55.15,0.1
Azure,1,16,50,540,europe,3yr-reserved,0.0957,51.7,0.1
Azure,1,16,50,540,asia,on-demand,0.1701,91.85,0.17
Azure,1,16,50,540,asia,spot,0.1165,62.93,0.12
Azure,1,16,50,540,asia,1yr-reserved,0.1021,55.12,0.1
Azure,1,16,50,540,asia,3yr-reserved,0.0918,49.59,0.09
Azure,1,16,50,720,us-east,on-demand,0.1369,98.54,0.14
Azure,1,16,50,720,us-east,spot,0.0936,67.42,0.09
Azure,1,16,50,720,us-east,1yr-reserved,0.0938,67.56,0.09
Azure,1,16,50,720,us-east,3yr-reserved,0.0794,57.13,0.08
Azure,1,16,50,720,us-west,on-demand,0.1601,115.27,0.16
Azure,1,16,50,720,us-west,spot,0.1053,75.8,0.11
Azure,1,16,50,720,us-west,1yr-reserved,0.1082,77.91,0.11
Azure,1,16,50,720,us-west,3yr-reserved,0.0871,62.73,0.09
Azure,1,16,50,720,europe,on-demand,0.1532,110.32,0.15
Azure,1,16,50,720,europe,spot,0.0942,67.83,0.09
Azure,1,16,50,720,europe,1yr-reserved,0.1001,72.09,0.1
Azure,1,16,50,720,europe,3yr-reserved,0.1013,72.97,0.1
Azure,1,16,50,720,asia,on-demand,0.1698,122.26,0.17
Azure,1,16,50,720,asia,spot,0.0972,70.02,0.1
Azure,1,16,50,720,asia,1yr-reserved,0.114,82.09,0.11
Azure,1,16,50,720,asia,3yr-reserved,0.0973,70.08,0.1
Azure,1,16,100,180,us-east,on-demand,0.173,31.14,0.17
Azure,1,16,100,180,us-east,spot,0.0967,17.4,0.1
Azure,1,16,100,180,us-east,1yr-reserved,0.1047,18.85,0.1
Azure,1,16,100,180,us-east,3yr-reserved,0.0856,15.41,0.09
Azure,1,16,100,180,us-west,on-demand,0.1787,32.16,0.18
Azure,1,16,100,180,us-west,spot,0.1169,21.04,0.12
Azure,1,16,100,180,us-west,1yr-reserved,0.1232,22.18,0.12
Azure,1,16,100,180,us-west,3yr-reserved,0.1176,21.17,0.12
Azure,1,16,100,180,europe,on-demand,0.1897,34.14,0.19
Azure,1,16,100,180,europe,spot,0.1182,21.28,0.12
Azure,1,16,100,180,europe,1yr-reserved,0.1235,22.24,0.12
Azure,1,16,100,180,europe,3yr-reserved,0.1111,19.99,0.11
Azure,1,16,100,180,asia,on-demand,0.1939,34.91,0.19
Azure,1,16,100,180,asia,spot,0.1223,22.02,0.12
Azure,1,16,100,180,asia,1yr-reserved,0.1325,23.85,0.13
Azure,1,16,100,180,asia,3yr-reserved,0.1302,23.44,0.13
Azure,1,16,100,360,us-east,on-demand,0.1744,62.77,0.17
Azure,1,16,100,360,us-east,spot,0.0951,34.23,0.1
Azure,1,16,100,360,us-east,1yr-reserved,0.116,41.77,0.12
Azure,1,16,100,360,us-east,3yr-reserved,0.0964,34.7,0.1
Azure,1,16,100,360,us-west,on-demand,0.1864,67.11,0.19
Azure,1,16,100,360,us-west,spot,0.1115,40.15,0.11
Azure,1,16,100,360,us-west,1yr-reserved,0.1131,40.73,0.11
Azure,1,16,100,360,us-west,3yr-reserved,0.0977,35.19,0.1
Azure,1,16,100,360,europe,on-demand,0.1942,69.91,0.19
Azure,1,16,100,360,europe,spot,0.1225,44.09,0.12
Azure,1,16,100,360,europe,1yr-reserved,0.1321,47.56,0.13
Azure,1,16,100,360,europe,3yr-reserved,0.108,38.86,0.11
Azure,1,16,100,360,asia,on-demand,0.1944,69.97,0.19
Azure,1,16,100,360,asia,spot,0.118,42.48,0.12
Azure,1,16,100,360,asia,1yr-reserved,0.1259,45.31,0.13
Azure,1,16,100,360,asia,3yr-reserved,0.1145,41.2,0.11
Azure,1,16,100,540,us-east,on-demand,0.1696,91.58,0.17
Azure,1,16,100,540,us-east,spot,0.1022,55.17,0.1
Azure,1,16,100,540,us-east,1yr-reserved,0.1111,60.01,0.11
Azure,1,16,100,540,us-east,3yr-reserved,0.1078,58.21,0.11
Azure,1,16,100,540,us-west,on-demand,0.1906,102.94,0.19
Azure,1,16,100,540,us-west,spot,0.1331,71.88,0.13
Azure,1,16,100,540,us-west,1yr-reserved,0.1124,60.68,0.11
Azure,1,16,100,540,us-west,3yr-reserved,0.116,62.65,0.12
Azure,1,16,100,540,europe,on-demand,0.1867,100.8,0.19
Azure,1,16,100,540,europe,spot,0.1374,74.22,0.14
Azure,1,16,100,540,europe,1yr-reserved,0.1305,70.48,0.13
Azure,1,16,100,540,europe,3yr-reserved,0.0967,52.23,0.1
Azure,1,16,100,540,asia,on-demand,0.2049,110.64,0.2
Azure,1,16,100,540,asia,spot,0.1139,61.5,0.11
Azure,1,16,100,540,asia,1yr-reserved,0.1204,65.01,0.12
Azure,1,16,100,540,asia,3yr-reserved,0.1277,68.95,0.13
Azure,1,16,100,720,us-east,on-demand,0.1721,123.88,0.17
Azure,1,16,100,720,us-east,spot,0.1018,73.3,0.1
Azure,1,16,100,720,us-east,1yr-reserved,0.1133,81.57,0.11
Azure,1,16,100,720,us-east,3yr-reserved,0.0958,69.0,0.1
Azure,1,16,100,720,us-west,on-demand,0.1828,131.61,0.18
Azure,1,16,100,720,us-west,spot,0.1114,80.18,0.11
Azure,1,16,100,720,us-west,1yr-reserved,0.1194,85.93,0.12
Azure,1,16,100,720,us-west,3yr-reserved,0.1033,74.38,0.1
Azure,1,16,100,720,europe,on-demand,0.1922,138.38,0.19
Azure,1,16,100,720,europe,spot,0.1208,86.98,0.12
Azure,1,16,100,720,europe,1yr-reserved,0.129,92.87,0.13
Azure,1,16,100,720,europe,3yr-reserved,0.124,89.29,0.12
Azure,1,16,100,720,asia,on-demand,0.1943,139.91,0.19
Azure,1,16,100,720,asia,spot,0.1262,90.85,0.13
Azure,1,16,100,720,asia,1yr-reserved,0.1327,95.58,0.13
Azure,1,16,100,720,asia,3yr-reserved,0.1033,74.39,0.1
Azure,1,16,200,180,us-east,on-demand,0.208,37.43,0.21
Azure,1,16,200,180,us-east,spot,0.1202,21.64,0.12
Azure,1,16,200,180,us-east,1yr-reserved,0.1301,23.42,0.13
Azure,1,16,200,180,us-east,3yr-reserved,0.1214,21.85,0.12
Azure,1,16,200,180,us-west,on-demand,0.2396,43.13,0.24
Azure,1,16,200,180,us-west,spot,0.1499,26.98,0.15
Azure,1,16,200,180,us-west,1yr-reserved,0.1423,25.61,0.14
Azure,1,16,200,180,us-west,3yr-reserved,0.1263,22.73,0.13
Azure,1,16,200,180,europe,on-demand,0.2537,45.67,0.25
Azure,1,16,200,180,europe,spot,0.1522,27.39,0.15
Azure,1,16,200,180,europe,1yr-reserved,0.1685,30.32,0.17
Azure,1,16,200,180,europe,3yr-reserved,0.1613,29.04,0.16
Azure,1,16,200,180,asia,on-demand,0.2727,49.09,0.27
Azure,1,16,200,180,asia,spot,0.1891,34.04,0.19
Azure,1,16,200,180,asia,1yr-reserved,0.1608,28.95,0.16
Azure,1,16,200,180,asia,3yr-reserved,0.1645,29.61,0.16
Azure,1,16,200,360,us-east,on-demand,0.2093,75.36,0.21
Azure,1,16,200,360,us-east,spot,0.161,57.98,0.16
Azure,1,16,200,360,us-east,1yr-reserved,0.1293,46.56,0.13
Azure,1,16,200,360,us-east,3yr-reserved,0.1216,43.78,0.12
Azure,1,16,200,360,us-west,on-demand,0.2379,85.64,0.24
Azure,1,16,200,360,us-west,spot,0.1676,60.33,0.17
Azure,1,16,200,360,us-west,1yr-reserved,0.145,52.21,0.15
Azure,1,16,200,360,us-west,3yr-reserved,0.1255,45.18,0.13
Azure,1,16,200,360,europe,on-demand,0.2351,84.64,0.24
Azure,1,16,200,360,europe,spot,0.1566,56.39,0.16
Azure,1,16,200,360,europe,1yr-reserved,0.1463,52.67,0.15
Azure,1,16,200,360,europe,3yr-reserved,0.1565,56.33,0.16
Azure,1,16,200,360,asia,on-demand,0.268,96.47,0.27
Azure,1,16,200,360,asia,spot,0.1902,68.46,0.19
Azure,1,16,200,360,asia,1yr-reserved,0.1824,65.67,0.18
Azure,1,16,200,360,asia,3yr-reserved,0.1494,53.77,0.15
Azure,1,16,200,540,us-east,on-demand,0.2166,116.99,0.22
Azure,1,16,200,540,us-east,spot,0.1251,67.57,0.13
Azure,1,16,200,540,us-east,1yr-reserved,0.1409,76.06,0.14
Azure,1,16,200,540,us-east,3yr-reserved,0.1301,70.23,0.13
Azure,1,16,200,540,us-west,on-demand,0.239,129.07,0.24
Azure,1,16,200,540,us-west,spot,0.1753,94.66,0.18
Azure,1,16,200,540,us-west,1yr-reserved,0.1465,79.09,0.15
Azure,1,16,200,540,us-west,3yr-reserved,0.1461,78.88,0.15
Azure,1,16,200,540,europe,on-demand,0.2372,128.11,0.24
Azure,1,16,200,540,europe,spot,0.147,79.4,0.15
Azure,1,16,200,540,europe,1yr-reserved,0.1512,81.62,0.15
Azure,1,16,200,540,europe,3yr-reserved,0.1268,68.49,0.13
Azure,1,16,200,540,asia,on-demand,0.2629,141.96,0.26
Azure,1,16,200,540,asia,spot,0.1894,102.26,0.19
Azure,1,16,200,540,asia,1yr-reserved,0.1731,93.45,0.17
Azure,1,16,200,540,asia,3yr-reserved,0.1625,87.74,0.16
Azure,1,16,200,720,us-east,on-demand,0.2114,152.2,0.21
Azure,1,16,200,720,us-east,spot,0.1232,88.7,0.12
Azure,1,16,200,720,us-east,1yr-reserved,0.1522,109.57,0.15
Azure,1,16,200,720,us-east,3yr-reserved,0.1125,80.98,0.11
Azure,1,16,200,720,us-west,on-demand,0.2238,161.12,0.22
Azure,1,16,200,720,us-west,spot,0.1395,100.47,0.14
Azure,1,16,200,720,us-west,1yr-reserved,0.1601,115.3,0.16
Azure,1,16,200,720,us-west,3yr-reserved,0.1262,90.83,0.13
Azure,1,16,200,720,europe,on-demand,0.2343,168.69,0.23
Azure,1,16,200,720,europe,spot,0.1443,103.93,0.14
Azure,1,16,200,720,europe,1yr-reserved,0.1596,114.88,0.16
Azure,1,16,200,720,europe,3yr-reserved,0.1438,103.5,0.14
Azure,1,16,200,720,asia,on-demand,0.2707,194.92,0.27
Azure,1,16,200,720,asia,spot,0.1835,132.12,0.18
Azure,1,16,200,720,asia,1yr-reserved,0.1624,116.95,0.16
Azure,1,16,200,720,asia,3yr-reserved,0.151,108.74,0.15
Azure,1,16,500,180,us-east,on-demand,0.3536,63.65,0.35
Azure,1,16,500,180,us-east,spot,0.2384,42.92,0.24
Azure,1,16,500,180,us-east,1yr-reserved,0.2535,45.62,0.25
Azure,1,16,500,180,us-east,3yr-reserved,0.1982,35.68,0.2
Azure,1,16,500,180,us-west,on-demand,0.3902,70.24,0.39
Azure,1,16,500,180,us-west,spot,0.2947,53.05,0.29
Azure,1,16,500,180,us-west,1yr-reserved,0.2716,48.89,0.27
Azure,1,16,500,180,us-west,3yr-reserved,0.2323,41.81,0.23
Azure,1,16,500,180,europe,on-demand,0.4217,75.91,0.42
Azure,1,16,500,180,europe,spot,0.2411,43.39,0.24
Azure,1,16,500,180,europe,1yr-reserved,0.2533,45.6,0.25
Azure,1,16,500,180,europe,3yr-reserved,0.2185,39.33,0.22
Azure,1,16,500,180,asia,on-demand,0.4311,77.59,0.43
Azure,1,16,500,180,asia,spot,0.3182,57.28,0.32
Azure,1,16,500,180,asia,1yr-reserved,0.2905,52.29,0.29
Azure,1,16,500,180,asia,3yr-reserved,0.233,41.93,0.23
Azure,1,16,500,360,us-east,on-demand,0.3801,136.83,0.38
Azure,1,16,500,360,us-east,spot,0.256,92.18,0.26
Azure,1,16,500,360,us-east,1yr-reserved,0.2246,80.85,0.22
Azure,1,16,500,360,us-east,3yr-reserved,0.2368,85.25,0.24
Azure,1,16,500,360,us-west,on-demand,0.3832,137.96,0.38
Azure,1,16,500,360,us-west,spot,0.2198,79.14,0.22
Azure,1,16,500,360,us-west,1yr-reserved,0.2621,94.34,0.26
Azure,1,16,500,360,us-west,3yr-reserved,0.2285,82.26,0.23
Azure,1,16,500,360,europe,on-demand,0.4006,144.23,0.4
Azure,1,16,500,360,europe,spot,0.3017,108.61,0.3
Azure,1,16,500,360,europe,1yr-reserved,0.244,87.85,0.24
Azure,1,16,500,360,europe,3yr-reserved,0.2356,84.82,0.24
Azure,1,16,500,360,asia,on-demand,0.4242,152.71,0.42
Azure,1,16,500,360,asia,spot,0.2859,102.93,0.29
Azure,1,16,500,360,asia,1yr-reserved,0.2833,101.98,0.28
Azure,1,16,500,360,asia,3yr-reserved,0.2265,81.54,0.23
Azure,1,16,500,540,us-east,on-demand,0.358,193.3,0.36
Azure,1,16,500,540,us-east,spot,0.2086,112.66,0.21
Azure,1,16,500,540,us-east,1yr-reserved,0.2421,130.73,0.24
Azure,1,16,500,540,us-east,3yr-reserved,0.2275,122.87,0.23
Azure,1,16,500,540,us-west,on-demand,0.3925,211.97,0.39
Azure,1,16,500,540,us-west,spot,0.2408,130.06,0.24
Azure,1,16,500,540,us-west,1yr-reserved,0.2501,135.04,0.25
Azure,1,16,500,540,us-west,3yr-reserved,0.2372,128.11,0.24
Azure,1,16,500,540,europe,on-demand,0.4115,222.19,0.41
Azure,1,16,500,540,europe,spot,0.2661,143.72,0.27
Azure,1,16,500,540,europe,1yr-reserved,0.2608,140.84,0.26
Azure,1,16,500,540,europe,3yr-reserved,0.2516,135.86,0.25
Azure,1,16,500,540,asia,on-demand,0.446,240.84,0.45
Azure,1,16,500,540,asia,spot,0.3261,176.07,0.33
Azure,1,16,500,540,asia,1yr-reserved,0.2684,144.96,0.27
Azure,1,16,500,540,asia,3yr-reserved,0.2265,122.31,0.23
Azure,1,16,500,720,us-east,on-demand,0.3493,251.49,0.35
Azure,1,16,500,720,us-east,spot,0.221,159.09,0.22
Azure,1,16,500,720,us-east,1yr-reserved,0.2171,156.32,0.22
Azure,1,16,500,720,us-east,3yr-reserved,0.1915,137.87,0.19
Azure,1,16,500,720,us-west,on-demand,0.3848,277.04,0.38
Azure,1,16,500,720,us-west,spot,0.2667,191.99,0.27
Azure,1,16,500,720,us-west,1yr-reserved,0.2646,190.48,0.26
Azure,1,16,500,720,us-west,3yr-reserved,0.2248,161.83,0.22
Azure,1,16,500,720,europe,on-demand,0.3939,283.61,0.39
Azure,1,16,500,720,europe,spot,0.2859,205.82,0.29
Azure,1,16,500,720,europe,1yr-reserved,0.2822,203.2,0.28
Azure,1,16,500,720,europe,3yr-reserved,0.2252,162.12,0.23
Azure,1,16,500,720,asia,on-demand,0.4266,307.17,0.43
Azure,1,16,500,720,asia,spot,0.3108,223.8,0.31
Azure,1,16,500,720,asia,1yr-reserved,0.275,198.02,0.28
Azure,1,16,500,720,asia,3yr-reserved,0.2426,174.68,0.24
Azure,2,2,20,180,us-east,on-demand,0.1,17.99,0.05
Azure,2,2,20,180,us-east,spot,0.069,12.42,0.03
Azure,2,2,20,180,us-east,1yr-reserved,0.059,10.62,0.03
Azure,2,2,20,180,us-east,3yr-reserved,0.058,10.43,0.03
Azure,2,2,20,180,us-west,on-demand,0.1091,19.63,0.05
Azure,2,2,20,180,us-west,spot,0.069,12.42,0.03
Azure,2,2,20,180,us-west,1yr-reserved,0.0664,11.95,0.03
Azure,2,2,20,180,us-west,3yr-reserved,0.0693,12.48,0.03
Azure,2,2,20,180,europe,on-demand,0.108,19.44,0.05
Azure,2,2,20,180,europe,spot,0.068,12.23,0.03
Azure,2,2,20,180,europe,1yr-reserved,0.0658,11.84,0.03
Azure,2,2,20,180,europe,3yr-reserved,0.0595,10.7,0.03
Azure,2,2,20,180,asia,on-demand,0.1236,22.24,0.06
Azure,2,2,20,180,asia,spot,0.0687,12.37,0.03
Azure,2,2,20,180,asia,1yr-reserved,0.0697,12.54,0.03
Azure,2,2,20,180,asia,3yr-reserved,0.069,12.42,0.03
Azure,2,2,20,360,us-east,on-demand,0.0974,35.05,0.05
Azure,2,2,20,360,us-east,spot,0.058,20.87,0.03
Azure,2,2,20,360,us-east,1yr-reserved,0.061,21.95,0.03
Azure,2,2,20,360,us-east,3yr-reserved,0.0514,18.5,0.03
Azure,2,2,20,360,us-west,on-demand,0.1088,39.18,0.05
Azure,2,2,20,360,us-west,spot,0.077,27.74,0.04
Azure,2,2,20,360,us-west,1yr-reserved,0.07,25.19,0.03
Azure,2,2,20,360,us-west,3yr-reserved,0.0704,25.34,0.04
Azure,2,2,20,360,europe,on-demand,0.1118,40.25,0.06
Azure,2,2,20,360,europe,spot,0.0718,25.85,0.04
Azure,2,2,20,360,europe,1yr-reserved,0.0681,24.51,0.03
Azure,2,2,20,360,europe,3yr-reserved,0.0581,20.92,0.03
Azure,2,2,20,360,asia,on-demand,0.1226,44.13,0.06
Azure,2,2,20,360,asia,spot,0.0788,28.37,0.04
Azure,2,2,20,360,asia,1yr-reserved,0.0833,29.98,0.04
Azure,2,2,20,360,asia,3yr-reserved,0.0757,27.26,0.04
Azure,2,2,20,540,us-east,on-demand,0.0993,53.6,0.05
Azure,2,2,20,540,us-east,spot,0.0578,31.19,0.03
Azure,2,2,20,540,us-east,1yr-reserved,0.0596,32.19,0.03
Azure,2,2,20,540,us-east,3yr-reserved,0.0516,27.89,0.03
Azure,2,2,20,540,us-west,on-demand,0.1048,56.61,0.05
Azure,2,2,20,540,us-west,spot,0.0745,40.26,0.04
Azure,2,2,20,540,us-west,1yr-reserved,0.0682,36.83,0.03
Azure,2,2,20,540,us-west,3yr-reserved,0.0665,35.89,0.03
Azure,2,2,20,540,europe,on-demand,0.1163,62.81,0.06
Azure,2,2,20,540,europe,spot,0.0667,36.01,0.03
Azure,2,2,20,540,europe,1yr-reserved,0.0712,38.44,0.04
Azure,2,2,20,540,europe,3yr-reserved,0.0625,33.76,0.03
Azure,2,2,20,540,asia,on-demand,0.113,61.03,0.06
Azure,2,2,20,540,asia,spot,0.0737,39.81,0.04
Azure,2,2,20,540,asia,1yr-reserved,0.0794,42.86,0.04
Azure,2,2,20,540,asia,3yr-reserved,0.0768,41.45,0.04
Azure,2,2,20,720,us-east,on-demand,0.1017,73.24,0.05
Azure,2,2,20,720,us-east,spot,0.0714,51.42,0.04
Azure,2,2,20,720,us-east,1yr-reserved,0.0684,49.22,0.03
Azure,2,2,20,720,us-east,3yr-reserved,0.0594,42.76,0.03
Azure,2,2,20,720,us-west,on-demand,0.1028,74.0,0.05
Azure,2,2,20,720,us-west,spot,0.0735,52.9,0.04
Azure,2,2,20,720,us-west,1yr-reserved,0.0717,51.59,0.04
Azure,2,2,20,720,us-west,3yr-reserved,0.0546,39.28,0.03
Azure,2,2,20,720,europe,on-demand,0.1162,83.65,0.06
Azure,2,2,20,720,europe,spot,0.08,57.58,0.04
Azure,2,2,20,720,europe,1yr-reserved,0.0734,52.86,0.04
Azure,2,2,20,720,europe,3yr-reserved,0.0587,42.24,0.03
Azure,2,2,20,720,asia,on-demand,0.1188,85.52,0.06
Azure,2,2,20,720,asia,spot,0.0711,51.23,0.04
Azure,2,2,20,720,asia,1yr-reserved,0.0798,57.45,0.04
Azure,2,2,20,720,asia,3yr-reserved,0.0783,56.35,0.04
Azure,2,2,50,180,us-east,on-demand,0.1122,20.2,0.06
Azure,2,2,50,180,us-east,spot,0.0796,14.32,0.04
Azure,2,2,50,180,us-east,1yr-reserved,0.0692,12.45,0.03
Azure,2,2,50,180,us-east,3yr-reserved,0.0747,13.44,0.04
Azure,2,2,50,180,us-west,on-demand,0.1247,22.44,0.06
Azure,2,2,50,180,us-west,spot,0.0914,16.45,0.05
Azure,2,2,50,180,us-west,1yr-reserved,0.0845,15.22,0.04
Azure,2,2,50,180,us-west,3yr-reserved,0.0754,13.56,0.04
Azure,2,2,50,180,europe,on-demand,0.1326,23.87,0.07
Azure,2,2,50,180,europe,spot,0.0816,14.69,0.04
Azure,2,2,50,180,europe,1yr-reserved,0.0889,16.0,0.04
Azure,2,2,50,180,europe,3yr-reserved,0.0751,13.52,0.04
Azure,2,2,50,180,asia,on-demand,0.1334,24.01,0.07
Azure,2,2,50,180,asia,spot,0.0937,16.87,0.05
Azure,2,2,50,180,asia,1yr-reserved,0.0941,16.94,0.05
Azure,2,2,50,180,asia,3yr-reserved,0.0776,13.97,0.04
Azure,2,2,50,360,us-east,on-demand,0.1129,40.65,0.06
Azure,2,2,50,360,us-east,spot,0.0852,30.69,0.04
Azure,2,2,50,360,us-east,1yr-reserved,0.0707,25.46,0.04
Azure,2,2,50,360,us-east,3yr-reserved,0.0585,21.04,0.03
Azure,2,2,50,360,us-west,on-demand,0.1232,44.35,0.06
Azure,2,2,50,360,us-west,spot,0.0761,27.38,0.04
Azure,2,2,50,360,us-west,1yr-reserved,0.0807,29.07,0.04
Azure,2,2,50,360,us-west,3yr-reserved,0.0707,25.44,0.04
Azure,2,2,50,360,europe,on-demand,0.1269,45.7,0.06
Azure,2,2,50,360,europe,spot,0.0948,34.14,0.05
Azure,2,2,50,360,europe,1yr-reserved,0.0864,31.11,0.04
Azure,2,2,50,360,europe,3yr-reserved,0.0704,25.34,0.04
Azure,2,2,50,360,asia,on-demand,0.143,51.49,0.07
Azure,2,2,50,360,asia,spot,0.0888,31.96,0.04
Azure,2,2,50,360,asia,1yr-reserved,0.0909,32.72,0.05
Azure,2,2,50,360,asia,3yr-reserved,0.0792,28.51,0.04
Azure,2,2,50,540,us-east,on-demand,0.1099,59.33,0.05
Azure,2,2,50,540,us-east,spot,0.0846,45.7,0.04
Azure,2,2,50,540,us-east,1yr-reserved,0.0749,40.45,0.04
Azure,2,2,50,540,us-east,3yr-reserved,0.0695,37.54,0.03
Azure,2,2,50,540,us-west,on-demand,0.1205,65.09,0.06
Azure,2,2,50,540,us-west,spot,0.0747,40.35,0.04
Azure,2,2,50,540,us-west,1yr-reserved,0.0834,45.06,0.04
Azure,2,2,50,540,us-west,3yr-reserved,0.0626,33.82,0.03
Azure,2,2,50,540,europe,on-demand,0.1217,65.7,0.06
Azure,2,2,50,540,europe,spot,0.0773,41.77,0.04
Azure,2,2,50,540,europe,1yr-reserved,0.0834,45.06,0.04
Azure,2,2,50,540,europe,3yr-reserved,0.0657,35.48,0.03
Azure,2,2,50,540,asia,on-demand,0.134,72.34,0.07
Azure,2,2,50,540,asia,spot,0.0869,46.93,0.04
Azure,2,2,50,540,asia,1yr-reserved,0.0905,48.86,0.05
Azure,2,2,50,540,asia,3yr-reserved,0.0693,37.41,0.03
Azure,2,2,50,720,us-east,on-demand,0.111,79.93,0.06
Azure,2,2,50,720,us-east,spot,0.0706,50.83,0.04
Azure,2,2,50,720,us-east,1yr-reserved,0.0704,50.67,0.04
Azure,2,2,50,720,us-east,3yr-reserved,0.073,52.54,0.04
Azure,2,2,50,720,us-west,on-demand,0.125,89.99,0.06
Azure,2,2,50,720,us-west,spot,0.0865,62.31,0.04
Azure,2,2,50,720,us-west,1yr-reserved,0.0742,53.4,0.04
